,tag
4719,capacitor voltage transformer
4720,trans-Neptunian object (TNO)
4721,intellectual property (IP)
4722,root locus
4723,Schottky diode
4724,polyphase system
4725,closed-loop controller
4726,channel
4727,condensation point
4728,bacteriophage
4729,BLISS
4730,mass balance
4731,zwitterion
4732,fels
4733,port
4734,DAX (Data Analysis Expressions)
4735,International Electrotechnical Commission (IEC)
4736,periapsis
4737,mass number
4738,centrifuge
4739,investment fund
4740,computational steering
4741,acyclic
4742,MHEG-5 (Interactive TV programming language)
4743,phonograph
4744,linked list
4745,sanidine
4746,antiproton
4747,aluminium smelting
4748,group
4749,MASM Microsoft Assembly x86
4750,inorganic chemistry
4751,adhesion
4752,Calvin cycle
4753,Toi
4754,elastic demand
4755,numerical analysis
4756,price controls
4757,fanning
4758,Pliocene
4759,M#
4760,law of conservation of mass
4761,family
4762,vestigiality
4763,polarization density
4764,surge arrester
4765,high-pass filter
4766,allocative efficiency
4767,saline solution
4768,AngelScript
4769,electromagnetism
4770,Scratch
4771,neutron cross-section
4772,R programming language
4773,autochthon
4774,orbital
4775,meteorite
4776,biophysics
4777,axial tilt
4778,differential equation
4779,light-year (ly)
4780,ephemeris
4781,regeneration
4782,composite particle
4783,gravitational energy
4784,POV-Ray SDL
4785,geostationary orbit
4786,M phase
4787,power plant
4788,microstrip antenna
4789,national wealth
4790,fault-tolerant computer system
4791,membrane potential
4792,pelite
4793,intrinsic property
4794,carbonate
4795,HVAC
4796,organizational economics
4797,gravitational field
4798,EusLisp Robot Programming Language
4799,congruence
4800,tundra
4801,opportunity cost
4802,autorecloser
4803,Go
4804,dynamic stochastic general equilibrium (DSGE)
4805,Actor
4806,adaptive control
4807,simple harmonic motion
4808,synchronous orbit
4809,Planner
4810,ZetaLisp
4811,alternating current
4812,Young's modulus
4813,international economics
4814,SPICE
4815,joint
4816,Nu
4817,Austin transformer
4818,cybernetics
4819,Klystron
4820,arenaceous
4821,amyotrophic lateral sclerosis (ALS)
4822,Abbe number
4823,Lua
4824,oxbow lake
4825,es
4826,descriptive geometry
4827,electrification
4828,Hamilton C shell
4829,ectotherm
4830,sky
4831,planet
4832,Amiga E
4833,motivation
4834,harmonic oscillator
4835,A.NET
4836,storm ridge
4837,federal funds rate target
4838,Maple
4839,Dart
4840,central sulcus
4841,power supply
4842,nucleon
4843,fuzzy control
4844,requirements analysis
4845,COMAL
4846,JADE
4847,sphene
4848,TACPOL
4849,lossy data compression
4850,square wave
4851,lichen
4852,backward induction
4853,cell membrane
4854,excludability
4855,deionization
4856,drill core
4857,photoresistor
4858,financial risk
4859,gene pool
4860,pair programming
4861,Category 6 cable
4862,macroevolution
4863,traveling-wave tube
4864,current-to-voltage converter
4865,software engineering
4866,Pizza
4867,thin disk population
4868,planetary system
4869,PLANC
4870,circuit theory
4871,deoxyribonucleic acid (DNA)
4872,supercluster
4873,real income effect
4874,G protein
4875,phasor
4876,line of force
4877,mathematics
4878,electronic amplifier
4879,total harmonic distortion (THD)
4880,erosion
4881,order of reaction
4882,load following power plant
4883,neurophysics
4884,segmentation
4885,S-Lang
4886,metatexis
4887,rights
4888,mineral
4889,endocrine system
4890,heliocentric
4891,Winbatch
4892,GOM (Good Old Mad)
4893,exothermic process
4894,functional group
4895,diffusion spectrum imaging (DSI)
4896,government spending
4897,tensile strength
4898,brain waves
4899,element
4900,allomer
4901,purchasing power parity (PPP)
4902,burette
4903,brushless DC electric motor
4904,extrusive
4905,optics
4906,liability
4907,W65271
4908,REXX
4909,astronomy
4910,stress–strain curve
4911,mathematical logic
4912,fax
4913,magnetic core memory
4914,Legoscript
4915,nervous system
4916,batholith
4917,AIEE
4918,Ampère's law
4919,two-photon microscopy
4920,distribution board
4921,energy returned on energy invested
